Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/fb/464ce517799c0b01138b14fdb1c9dd/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep3_R1.mzML,/nextflow_runs/work/49/fff17fe9717f1f92c3b4f3077568c3/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep2_R1.mzML,/nextflow_runs/work/05/0ef9e12a9f67c211060c7bab5069a9/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep4_R1.mzML,/nextflow_runs/work/4a/9432495e41bd8bbe87c9d3638261ab/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep3_R1.mzML,/nextflow_runs/work/32/cfdc447731b6ae3eeb8a1a59d80f7d/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep2_R1.mzML,/nextflow_runs/work/a5/0d03ac2c94125adce7ed102f01d7b0/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep1_R1.mzML,/nextflow_runs/work/41/7194089913d508dfafd83cefbf2d44/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep1_R1.mzML,/nextflow_runs/work/87/7227e97a34af4640a32017e9bedaf0/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep4_R1.mzML
G5E8K5,G5E8K5,ANK3_MOUSE,Ank3,Ankyrin-3,83606,106806,103967,99764,77817.2,75911.2,75771.5,57224.1
G5E8Q8,G5E8Q8,AGRF5_MOUSE,Adgrf5,Adhesion G protein-coupled receptor F5,8526.94,8563.62,9518.82,8405.64,12226.3,6739.85,7807.86,8398.33
G5E8V9,G5E8V9,ARFP1_MOUSE,Arfip1,Arfaptin-1,,3781.19,3988.65,,2124.28,4367.11,3162.56,4220.53
O08529,O08529,CAN2_MOUSE,Capn2,Calpain-2 catalytic subunit,4856,,,3771.82,14744.7,4935.75,5654.44,32034
O08532,O08532,CA2D1_MOUSE,Cacna2d1,Voltage-dependent calcium channel subunit alpha-2/delta-1,9312.66,,7294.7,6869.02,4874.13,5959.3,3877.33,4374.08
O08539,O08539,BIN1_MOUSE,Bin1,Myc box-dependent-interacting protein 1,79956.1,43275.8,72757.7,71705.5,86300.4,81730.4,81077.5,69479.8
O08547,O08547,SC22B_MOUSE,Sec22b,Vesicle-trafficking protein SEC22b,57476.3,55386.6,52164.3,54831,50424.5,49527.3,43999.2,51752.1
O08553,O08553,DPYL2_MOUSE,Dpysl2,Dihydropyrimidinase-related protein 2,534395,300249,517327,457949,552100,497707,450427,495628
O08553;P97427,O08553;P97427,DPYL1_MOUSE;DPYL2_MOUSE,Crmp1;Dpysl2,Dihydropyrimidinase-related protein 2,154853,137751,162070,171928,140024,154490,138020,157312
O08553;Q62188,O08553;Q62188,DPYL2_MOUSE;DPYL3_MOUSE,Dpysl2;Dpysl3,Dihydropyrimidinase-related protein 2,14430.2,16511.7,10018.2,17458.1,23028.7,23157.7,42815.9,21130.9
O08573,O08573,LEG9_MOUSE,Lgals9,Galectin-9,62300.6,31451.5,55996.8,62869.5,67628.3,43511.5,73658.8,60972.4
O08579,O08579,EMD_MOUSE,Emd,Emerin,29791.8,21603.1,34354.4,22615.2,32675.4,30718.6,29865.5,29053.5
O08583,O08583;Q9JJW6,THOC4_MOUSE,Alyref,THO complex subunit 4,79990.5,68808.2,72457.7,67708.7,71575.5,82786.4,57375.7,54571.2
O08585,O08585,CLCA_MOUSE,Clta,Clathrin light chain A,724006,929599,765089,828808,806492,824707,847967,762308
O08599,O08599,STXB1_MOUSE,Stxbp1,Syntaxin-binding protein 1,,,,,673.921,,,
O08600,O08600,NUCG_MOUSE,Endog,"Endonuclease G, mitochondrial",7553.7,8955.72,6146.81,7503.89,8530,10564.4,9691.28,9649.52
O08601,O08601,MTP_MOUSE,Mttp,Microsomal triglyceride transfer protein large subunit,71173.8,49556.8,66712.2,75614.8,61922.4,69490.2,69325.9,72199.3
O08644,O08644,EPHB6_MOUSE,Ephb6,Ephrin type-B receptor 6,,213136,126231,119589,83054.7,214602,97855.4,136166
O08663,O08663,MAP2_MOUSE,Metap2,Methionine aminopeptidase 2,15527.3,16867.9,16731.1,16140.9,20751.5,20330.6,18627.8,13246.5
O08677,O08677,KNG1_MOUSE,Kng1,Kininogen-1,1.28E+06,1.33E+06,1.40E+06,1.38E+06,1.17E+06,1.28E+06,1.21E+06,1.38E+06
O08692,O08692,NGP_MOUSE,Ngp,Neutrophilic granule protein,32668.9,39875.6,37820.4,45917,41577.3,43137.3,35817.2,27119.6
O08705,O08705,NTCP_MOUSE,Slc10a1,Hepatic sodium/bile acid cotransporter,30394.2,34403.5,24572.6,39534.9,54477.3,33471.4,36202.1,20623.8
O08709,O08709,PRDX6_MOUSE,Prdx6,Peroxiredoxin-6,1.01E+06,1.04E+06,983644,993958,918402,1.04E+06,1.04E+06,922801
O08715,O08715,AKAP1_MOUSE,Akap1,"A-kinase anchor protein 1, mitochondrial",59042.2,51374.2,52957.6,51270.5,52879.4,64596,59121.3,60535.1
O08734,O08734,BAK_MOUSE,Bak1,Bcl-2 homologous antagonist/killer,27801.1,24401.8,32367.5,20666,24376.2,25055.9,21981.7,17899.5
O08738,O08738,CASP6_MOUSE,Casp6,Caspase-6,68001.8,75548.3,68330.3,80191.8,87601,80046.4,75798.6,71802.6
O08749,O08749,DLDH_MOUSE,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",1.49E+06,1.24E+06,1.01E+06,1.40E+06,1.63E+06,1.01E+06,1.45E+06,1.41E+06
O08756,O08756,HCD2_MOUSE,Hsd17b10,3-hydroxyacyl-CoA dehydrogenase type-2,44048.4,28379.1,36779.2,46059.4,67047.7,50977.8,61766.9,38196.7
O08759,O08759,UBE3A_MOUSE,Ube3a,Ubiquitin-protein ligase E3A,5200.23,6373.29,14577.1,6749.7,4996.72,5873.79,6459.31,6604.95
O08784,O08784,TCOF_MOUSE,Tcof1,Treacle protein,76793.1,79918.2,85266.8,83057.6,85413,95824.5,89446.9,85379.4
O08785,O08785,CLOCK_MOUSE,Clock,Circadian locomoter output cycles protein kaput,,,,,1792.72,1293,,3333.19
O08788,O08788,DCTN1_MOUSE,Dctn1,Dynactin subunit 1,3390.19,4414.92,3734.27,7274.53,4118.68,4418.57,3118.85,5429.82
O08795,O08795,GLU2B_MOUSE,Prkcsh,Glucosidase 2 subunit beta,514952,571368,550347,524952,686959,588231,699080,527982
O08807,O08807,PRDX4_MOUSE,Prdx4,Peroxiredoxin-4,1.53E+07,1.20E+07,1.21E+07,1.16E+07,1.14E+07,1.16E+07,1.18E+07,1.32E+07
O08807;P35700,O08807;P35700,PRDX1_MOUSE;PRDX4_MOUSE,Prdx1;Prdx4,Peroxiredoxin-4,9.10E+06,9.83E+06,8.38E+06,7.51E+06,5.45E+06,6.24E+06,4.92E+06,8.22E+06
O08808,O08808,DIAP1_MOUSE,Diaph1,Protein diaphanous homolog 1,76588,109390,99757.6,100254,88208.2,88372.9,49231.5,96326.1
O08810,O08810,U5S1_MOUSE,Eftud2,116 kDa U5 small nuclear ribonucleoprotein component,27497.3,26330,30593.8,32632.2,37351.7,28631.5,33420.7,28114
O08810;P58252,O08810;P58252,EF2_MOUSE;U5S1_MOUSE,Eef2;Eftud2,116 kDa U5 small nuclear ribonucleoprotein component,862777,1.08E+06,768674,988258,849032,941994,796950,819919
O08811,O08811,ERCC2_MOUSE,Ercc2,General transcription and DNA repair factor IIH helicase subunit XPD,74230.2,30932.6,53685.7,36478.5,70663.1,29398,43191.6,64050.5
O08848,O08848,RO60_MOUSE,RO60,RNA-binding protein Ro60,2705.09,3938.75,4262.19,6206.13,3834.73,1679.8,1554.34,5392.21
O08914,O08914,FAAH1_MOUSE,Faah,Fatty-acid amide hydrolase 1,141768,146922,144834,167540,166403,173385,173342,165366
O08915,O08915,AIP_MOUSE,Aip,AH receptor-interacting protein,,11108.2,4707.09,,9274.1,9910.09,6998.74,7325.97
O08917,O08917,FLOT1_MOUSE,Flot1,Flotillin-1,28589.8,24369.2,27484.1,28481.7,32277.4,27096.7,22543,22700.4
O08919,O08919,NUMBL_MOUSE,Numbl,Numb-like protein,2611.44,,,,1722.43,2389.05,,
O08919;Q9QZS3,O08919;Q9QZS3,NUMBL_MOUSE;NUMB_MOUSE,Numb;Numbl,Numb-like protein,,3958.84,,2130.6,4091.1,3390.64,4596.31,2775.07
O08966,O08966,S22A1_MOUSE,Slc22a1,Solute carrier family 22 member 1,236094,245630,239932,237801,281637,259235,252178,231347
O08970,O08970,TUFT1_MOUSE,Tuft1,Tuftelin,,1643.88,,,1283.82,,1804.75,4284.51
O08997,O08997,ATOX1_MOUSE,Atox1,Copper transport protein ATOX1,36473.7,35062.2,53544.7,47290.7,83082.6,62601.3,77421.5,59377.7
O09000,O09000,NCOA3_MOUSE,Ncoa3,Nuclear receptor coactivator 3,7921.73,9444.13,4488.81,6903.63,4091.7,9991.93,3595.14,6215.03
O09012,O09012,PEX5_MOUSE,Pex5,Peroxisomal targeting signal 1 receptor,,4035.6,3526.08,1448.2,2947.02,2827.11,517.361,
O09043,O09043,NAPSA_MOUSE,Napsa,Napsin-A,28224.9,37453.9,38010.8,42297.9,47905.4,34230.7,42245.8,42935.3
O09044,O09044,SNP23_MOUSE,Snap23,Synaptosomal-associated protein 23,16674.2,9547.34,10649.5,7557.56,14064.9,9660.48,14825.4,14432.7
O09044;P60879,O09044;P60879,SNP23_MOUSE;SNP25_MOUSE,Snap23;Snap25,Synaptosomal-associated protein 23,65489.7,47565.6,62945.1,63610.8,57948.1,60198.9,38405.3,49161
O09061,O09061,PSB1_MOUSE,Psmb1,Proteasome subunit beta type-1,740292,590489,671819,666824,1.05E+06,849360,815366,701944
O09106,O09106,HDAC1_MOUSE,Hdac1,Histone deacetylase 1,3707.12,,,4674,5015.66,4727.32,5966.16,
O09111,O09111,NDUBB_MOUSE,Ndufb11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",2.19E+06,1.48E+06,1.78E+06,2.29E+06,1.43E+06,1.40E+06,2.34E+06,2.60E+06
O09117,O09117,SYPL1_MOUSE,Sypl1,Synaptophysin-like protein 1,425879,329010,483315,441620,423600,294774,349332,402593
O09131,O09131,GSTO1_MOUSE,Gsto1,Glutathione S-transferase omega-1,555681,590741,493472,549253,706182,616620,772311,558373
O09158,O09158,CP3AP_MOUSE,Cyp3a25,Cytochrome P450 3A25,39635.2,49617.9,64159.1,55360.8,58194.4,59014.9,55946.7,48768.8
O09159,O09159,MA2B1_MOUSE,Man2b1,Lysosomal alpha-mannosidase,129632,95815.9,116168,117384,140397,110636,120979,109972
O09164,O09164,SODE_MOUSE,Sod3,Extracellular superoxide dismutase [Cu-Zn],15281.8,14835.9,14862,14178.2,23296.5,16401.9,17635.8,11718.5
O09172,O09172,GSH0_MOUSE,Gclm,Glutamate--cysteine ligase regulatory subunit,8393.24,5513.57,11644.6,9218.15,8396.97,8312.83,10745.9,5796.77
O09173,O09173,HGD_MOUSE,Hgd,"Homogentisate 1,2-dioxygenase",1.40E+06,1.13E+06,1.35E+06,1.30E+06,1.99E+06,1.20E+06,1.84E+06,1.42E+06
O09174,O09174,AMACR_MOUSE,Amacr,Alpha-methylacyl-CoA racemase,14216.6,11266.7,10909.8,15065.9,12517.4,14450,15446.1,12394.9
O35071,O35071,KIF1C_MOUSE,Kif1c,Kinesin-like protein KIF1C,,10368.2,5293.96,6456.06,,11827.7,9708.66,3080.69
O35098,O35098,DPYL4_MOUSE,Dpysl4,Dihydropyrimidinase-related protein 4,,16477.4,19552.7,17235.9,19963.7,,13175.7,26779.4
O35114,O35114,SCRB2_MOUSE,Scarb2,Lysosome membrane protein 2,266290,252973,235856,234160,321717,277389,256445,279669
O35126,O35126,ATN1_MOUSE,Atn1,Atrophin-1,7935.4,8102.42,,8179.01,6720.14,6980.83,6462.94,10298.3
O35129,O35129,PHB2_MOUSE,Phb2,Prohibitin-2,2.86E+06,3.03E+06,2.73E+06,2.91E+06,3.24E+06,3.19E+06,2.89E+06,2.87E+06
O35134,O35134,RPA1_MOUSE,Polr1a,DNA-directed RNA polymerase I subunit RPA1,9969.93,4616.91,4246.78,,,8205.23,10572,12213.5
O35143,O35143,ATIF1_MOUSE,Atp5if1,"ATPase inhibitor, mitochondrial",71427.8,73975.7,52438.4,63826.9,98554.3,65657.6,90113,64239.7
O35153,O35153,BET1L_MOUSE,Bet1l,BET1-like protein,15606.4,11742,,3397.28,12127.4,8945.39,5176.51,5514.65
O35166,O35166,GOSR2_MOUSE,Gosr2,Golgi SNAP receptor complex member 2,6960.45,8372.14,9627.21,7062.71,8478.57,6460.33,7748.04,6163.95
O35207;Q9CPY4,O35207;Q9CPY4,CDKA1_MOUSE;CDKA2_MOUSE,Cdk2ap1;Cdk2ap2,Cyclin-dependent kinase 2-associated protein 1,9349.25,17503.2,17374.6,12514.2,10629.2,27147.6,21445.2,17435
O35215,O35215,DOPD_MOUSE,Ddt,D-dopachrome decarboxylase,104182,102761,62874.4,81772.4,61156.4,124845,77055.5,108852
O35226,O35226,PSMD4_MOUSE,Psmd4,26S proteasome non-ATPase regulatory subunit 4,216748,206589,193278,216534,223472,208851,200400,195639
O35286,O35286,DHX15_MOUSE,Dhx15,ATP-dependent RNA helicase DHX15,20680.2,15742.1,21021.3,19329.1,24578.7,28099.9,24629,17759.7
O35295,O35295,PURB_MOUSE,Purb,Transcriptional activator protein Pur-beta,131431,148606,141193,139963,163529,151650,147356,139194
O35309,O35309,NMI_MOUSE,Nmi,N-myc-interactor,45686.7,57205.6,64018.8,61921,57434.2,59488.5,63890.5,59981.4
O35316,O35316,SC6A6_MOUSE,Slc6a6,Sodium- and chloride-dependent taurine transporter,,2583.92,,,1851.9,,3241.83,3351.73
O35316;P31649;P31650;P31651,O35316;O55192;P31649;P31650;P31651;Q61327;Q8VBW1,S6A11_MOUSE;S6A12_MOUSE;S6A13_MOUSE;SC6A6_MOUSE,Slc6a11;Slc6a12;Slc6a13;Slc6a6,Sodium- and chloride-dependent taurine transporter,18921.6,16641.9,16698.6,12484.2,19390.6,19106.2,20989.9,18463.6
O35326,O35326,SRSF5_MOUSE,Srsf5,Serine/arginine-rich splicing factor 5,18259.5,11538.6,21763.2,15463.4,18225.8,15038.1,21138,19046.7
O35326;Q3TWW8;Q8VE97,O35326;Q3TWW8;Q8VE97,SRSF4_MOUSE;SRSF5_MOUSE;SRSF6_MOUSE,Srsf4;Srsf5;Srsf6,Serine/arginine-rich splicing factor 5,75941,92635.8,82818.6,85520.4,80560.9,91859.2,86374.6,81717.4
O35343,O35343,IMA3_MOUSE,Kpna4,Importin subunit alpha-3,7617.2,8086.65,12390.7,12639.8,15476.3,10400.9,11845.2,10380
O35343;O35344,O35343;O35344,IMA3_MOUSE;IMA4_MOUSE,Kpna3;Kpna4,Importin subunit alpha-3,17540.7,28054.5,22431.1,29392.6,27282.8,33342.6,16639.9,11195
O35350,O35350,CAN1_MOUSE,Capn1,Calpain-1 catalytic subunit,11242,13518.9,4502.22,8190.32,10574.8,11225.6,11178.2,13520.5
O35381,O35381,AN32A_MOUSE,Anp32a,Acidic leucine-rich nuclear phosphoprotein 32 family member A,90214.9,64435.5,80817.6,98641,86702.2,87301.8,109289,91396.2
O35381;Q9EST5,O35381;Q9EST5;Q64G17,AN32A_MOUSE;AN32B_MOUSE,Anp32a;Anp32b,Acidic leucine-rich nuclear phosphoprotein 32 family member A,201139,230275,205284,240178,197049,199907,253249,214506
O35386,O35386,PAHX_MOUSE,Phyh,"Phytanoyl-CoA dioxygenase, peroxisomal",23671.4,27026.3,27087.4,32468.6,28202.7,30261.8,26346.3,24537.5
O35405,O35405,PLD3_MOUSE,Pld3,5'-3' exonuclease PLD3,12226.1,12634,13539.5,10809.1,14309.8,13530.6,14831.2,10592.2
O35423,O35423,AGT1_MOUSE,Agxt,Alanine--glyoxylate aminotransferase,2.33E+06,2.48E+06,2.19E+06,2.23E+06,3.56E+06,2.54E+06,3.07E+06,2.15E+06
O35426,O35426,XBP1_MOUSE,Xbp1,X-box-binding protein 1,1608.46,,,1232.59,,,1156.54,
O35435,O35435,PYRD_MOUSE,Dhodh,"Dihydroorotate dehydrogenase (quinone), mitochondrial",39093.1,36777.1,37257.6,42404.3,62315.9,53497.5,56953.1,46643.2
O35445,O35445,RNF5_MOUSE,Rnf5,E3 ubiquitin-protein ligase RNF5,6178.76,7673.3,5311.52,6291.96,4373.91,3930.51,4783.11,4662.48
O35448,O35448,PPT2_MOUSE,Ppt2,Lysosomal thioesterase PPT2,,7827.06,4189.24,2742.97,2617.42,3122.51,3784.04,2074.95
O35453,O35453,HEPS_MOUSE,Hpn,Serine protease hepsin,72701.5,94952.3,109688,117360,127889,121115,97025.9,115096
O35459,O35459,ECH1_MOUSE,Ech1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",912904,751379,640940,714866,778926,727489,853892,848641
O35465,O35465,FKBP8_MOUSE,Fkbp8,Peptidyl-prolyl cis-trans isomerase FKBP8,3524.67,823.602,,2955.3,,894.351,2079.59,3724.94
O35488,O35488,S27A2_MOUSE,Slc27a2,Long-chain fatty acid transport protein 2,20139.4,17336.9,13763.7,21136.4,19013.2,17945.3,16306.8,19121.2
O35490,O35490,BHMT1_MOUSE,Bhmt,Betaine--homocysteine S-methyltransferase 1,1.13E+07,8.01E+06,1.16E+07,9.85E+06,1.26E+07,9.85E+06,1.35E+07,1.40E+07
O35490;Q91WS4,O35490;Q91WS4,BHMT1_MOUSE;BHMT2_MOUSE,Bhmt;Bhmt2,Betaine--homocysteine S-methyltransferase 1,8.98E+06,6.37E+06,7.69E+06,7.40E+06,1.03E+07,1.08E+07,1.30E+07,1.13E+07
O35516,O35516,NOTC2_MOUSE,Notch2,Neurogenic locus notch homolog protein 2,,1433.62,,1087.57,2294.69,3679.02,2424.57,3133.57
O35551,O35551,RABE1_MOUSE,Rabep1,Rab GTPase-binding effector protein 1,33918.4,35793.9,36733.1,36934.8,31245.8,34458.2,35280.8,34881.5
O35566,O35566,CD151_MOUSE,Cd151,CD151 antigen,108710,105509,113626,117507,108583,80378.3,76669.3,101098
O35593,O35593,PSDE_MOUSE,Psmd14,26S proteasome non-ATPase regulatory subunit 14,10543.2,4708.74,8011.06,9240.39,7549.18,11146.4,7711.46,12030.8
O35598,O35598,ADA10_MOUSE,Adam10,Disintegrin and metalloproteinase domain-containing protein 10,8961.3,7718.93,4209.24,4640.53,7206.43,6753.77,5452.64,8114.3
O35601,O35601,FYB1_MOUSE,Fyb1,FYN-binding protein 1,14540.3,12166.6,13035.4,12013.5,12316,16111.1,11438.6,8395.86
O35604,O35604,NPC1_MOUSE,Npc1,NPC intracellular cholesterol transporter 1,125807,132295,134042,134034,124716,109285,106392,123049
O35609,O35609,SCAM3_MOUSE,Scamp3,Secretory carrier-associated membrane protein 3,26071.7,39648,29119.4,41679.5,38825,31295.9,41447.3,34180.1
O35622,O35622,FGF15_MOUSE,Fgf15,Fibroblast growth factor 15,,,,,,,22501.4,
O35623,O35623,BET1_MOUSE,Bet1,BET1 homolog,4210.27,,5209.12,7446.49,17542.8,8335.14,12426.4,6865.95
O35632,O35632,HYAL2_MOUSE,Hyal2,Hyaluronidase-2,871861,600659,1.13E+06,832333,470460,805588,441431,977899
O35643,O35643,AP1B1_MOUSE,Ap1b1,AP-1 complex subunit beta-1,60483.4,55526.6,57228.2,53895.8,47806.8,55739.1,45160.9,62535.1
O35643;Q9DBG3,O35643;Q9DBG3,AP1B1_MOUSE;AP2B1_MOUSE,Ap1b1;Ap2b1,AP-1 complex subunit beta-1,50031.3,51262.4,43541,55330.2,44641.4,51157.4,46263.7,37225.1
O35648,O35648,CETN3_MOUSE,Cetn3,Centrin-3,6079.95,9001.07,6391.97,9900.33,11742.3,12693.4,11285.8,8859.12
O35654,O35654,DPOD2_MOUSE,Pold2,DNA polymerase delta subunit 2,,6893.07,,7642.29,3773.83,,,14513
O35657,O35657,NEUR1_MOUSE,Neu1,Sialidase-1,6550.84,905.222,3656.04,5944.05,5855.08,5671.88,6516.05,8407.87
O35660,O35660,GSTM6_MOUSE,Gstm6,Glutathione S-transferase Mu 6,9182.07,9108.34,8650.1,14557.4,12599.3,14563.4,13889.1,7449.93
O35660;P10649;P15626;P19639;Q80W21,P10649;P15626;P19639;Q80W21;O35660,GSTM1_MOUSE;GSTM2_MOUSE;GSTM3_MOUSE;GSTM6_MOUSE;GSTM7_MOUSE,Gstm1;Gstm2;Gstm3;Gstm6;Gstm7,Glutathione S-transferase Mu 6,940017,1.15E+06,855615,1.01E+06,879962,973560,906435,865682
O35660;P19639,P19639;O35660,GSTM3_MOUSE;GSTM6_MOUSE,Gstm3;Gstm6,Glutathione S-transferase Mu 6,35733.7,45566.7,40913.4,43662.1,41706.9,45173,36410.8,34519.6
O35664,O35664,INAR2_MOUSE,Ifnar2,Interferon alpha/beta receptor 2,11776.3,13493.6,10056.5,10681.7,15636.3,15232.4,8739.88,12032.2
O35678,O35678,MGLL_MOUSE,Mgll,Monoglyceride lipase,,12617.6,,13448.9,9363.23,8995.6,10730.2,11460.3
O35682,O35682,MYADM_MOUSE,Myadm,Myeloid-associated differentiation marker,66643.9,79767.6,73028.7,83068.2,76036.3,89365.6,63875,66783.2
O35685,O35685,NUDC_MOUSE,Nudc,Nuclear migration protein nudC,102640,111509,126597,124804,118814,143441,128755,113196
O35691,O35691,PININ_MOUSE,Pnn,Pinin,28293.8,34232.5,31451,36292.9,31936.4,31598.3,29267.3,29500.2
O35711,O35711,LIPB2_MOUSE,Ppfibp2,Liprin-beta-2,5188.79,3312.62,7756.83,6178.34,5507.96,7523.64,4924.1,5358.25
O35723;O54946,O54946;O35723,DNJB3_MOUSE;DNJB6_MOUSE,Dnajb3;Dnajb6,DnaJ homolog subfamily B member 3,9856.63,10556.4,11947.8,10786.2,9536.34,6443.56,9319.86,5821.25
O35728,O35728,CP4AE_MOUSE,Cyp4a14,Cytochrome P450 4A14,34103.6,43991.4,38327.7,43631.2,41354.4,43786,48538.9,44865.9
O35728;O88833,A2A974;O35728;O88833;Q91WL5,CP4AA_MOUSE;CP4AE_MOUSE,Cyp4a10;Cyp4a14,Cytochrome P450 4A14,15454.8,18523.7,10081.6,12103.6,15000.1,19304.2,15234.8,8810.2
O35737,O35737,HNRH1_MOUSE,Hnrnph1,Heterogeneous nuclear ribonucleoprotein H,10456.1,5693.8,10191.1,7235.52,7056.2,3725.58,5936.3,7983.31
O35737;Q9Z2X1,O35737;Q9Z2X1;P70333,HNRH1_MOUSE;HNRPF_MOUSE,Hnrnpf;Hnrnph1,Heterogeneous nuclear ribonucleoprotein H,9404.54,5641.63,1689.42,4282.66,10820.4,8040.85,12165.7,4726.8
O35841,O35841,API5_MOUSE,Api5,Apoptosis inhibitor 5,19594.9,18549.3,19808.8,20670.1,20078,21767.2,16473.1,30145.6
O35855,O35855,BCAT2_MOUSE,Bcat2,"Branched-chain-amino-acid aminotransferase, mitochondrial",,2087.3,,,1783.4,2573.94,1824.25,
O35857,O35857,TIM44_MOUSE,Timm44,Mitochondrial import inner membrane translocase subunit TIM44,26621.2,28324.7,25578.3,26913.1,26996.2,27823.9,24311,27673.7
O35864,O35864,CSN5_MOUSE,Cops5,COP9 signalosome complex subunit 5,4400.52,4836.96,10435.9,7291.19,6296.53,9006.77,10558,6319.02
O35887,O35887,CALU_MOUSE,Calu,Calumenin,238934,239305,243347,271560,343209,247518,286175,231430
O35900,O35900,LSM2_MOUSE,Lsm2,U6 snRNA-associated Sm-like protein LSm2,13514.6,11066.5,19487.5,21091.2,18848.7,11174.9,12856.3,9230.22
O35943,O35943,FRDA_MOUSE,Fxn,"Frataxin, mitochondrial",31148.8,43481.2,45054.8,32805.3,34748.2,42382.8,36823.9,44164
O35945,O35945,AL1A7_MOUSE,Aldh1a7,"Aldehyde dehydrogenase, cytosolic 1",518714,402313,426608,489313,646521,496344,543736,488452
O35945;P24549,O35945;P24549,AL1A1_MOUSE;AL1A7_MOUSE,Aldh1a1;Aldh1a7,"Aldehyde dehydrogenase, cytosolic 1",405700,301614,456077,462793,528008,461631,578068,366634
O35945;P24549;P47738;Q9CZS1,O35945;P24549;P47738;Q62148;Q9JHW9;Q9CZS1,AL1A1_MOUSE;AL1A7_MOUSE;AL1B1_MOUSE;ALDH2_MOUSE,Aldh1a1;Aldh1a7;Aldh1b1;Aldh2,"Aldehyde dehydrogenase, cytosolic 1",23671,30436.5,31856.3,12535.8,23542.5,15783.1,25029.8,29996.9
O35955,O35955,PSB10_MOUSE,Psmb10,Proteasome subunit beta type-10,179341,188720,185668,212209,180142,205043,160187,202714
O35988,O35988,SDC4_MOUSE,Sdc4,Syndecan-4,16102.1,18505.6,22599,18371.4,22910.2,18026.6,18665.9,19731.9
O54724,O54724,CAVN1_MOUSE,Cavin1,Caveolae-associated protein 1,40028.2,25969.6,32449.6,33835.3,37411.2,34129.9,27147.8,28445.8
O54734,O54734,OST48_MOUSE,Ddost,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,15125.3,8126.01,13971.9,16693.4,11809.5,13973.5,13418,19156.5
O54749,O54749,CP2J5_MOUSE,Cyp2j5,Cytochrome P450 2J5,5400.87,2953.11,5887.8,4865.21,7427.11,3269.32,5746.11,5567.31
O54749;O54750,O54749;O54750,CP2J5_MOUSE;CP2J6_MOUSE,Cyp2j5;Cyp2j6,Cytochrome P450 2J5,10117.7,7926.38,,3579.25,3456.6,6145.27,3542.21,
O54750,O54750,CP2J6_MOUSE,Cyp2j6,Cytochrome P450 2J6,6876.22,5682.97,6845.64,8093.23,5635.79,5275.92,6113.1,5013.77
O54754,O54754,AOXA_MOUSE,Aox1,Aldehyde oxidase 1,212419,167115,193555,179021,221384,183518,197891,188211
O54774,O54774,AP3D1_MOUSE,Ap3d1,AP-3 complex subunit delta-1,,7897.54,2036.34,4180.14,5049.32,3630.86,2349.03,4119.07
O54782,O54782,MA2B2_MOUSE,Man2b2,Epididymis-specific alpha-mannosidase,13384.1,15061.6,6760.65,10237.4,10317.9,9748.91,11595.6,9159.2
O54786,O54786,DFFA_MOUSE,Dffa,DNA fragmentation factor subunit alpha,44773.5,56869.6,51332.2,49992.2,43695.4,46064.1,43531.6,48525.6
O54824,O54824,IL16_MOUSE,Il16,Pro-interleukin-16,26078.8,19290.1,19518.8,18972.3,18464,15705.5,16240.2,21431.3
O54879,O54879,HMGB3_MOUSE,Hmgb3,High mobility group protein B3,204372,163172,200870,184103,252137,172638,216213,204725
O54879;P30681,O54879;P30681,HMGB2_MOUSE;HMGB3_MOUSE,Hmgb2;Hmgb3,High mobility group protein B3,8914.13,4192.01,6179.02,12283.4,8585.74,6934.89,6609.06,5103.6
O54890,O54890,ITB3_MOUSE,Itgb3,Integrin beta-3,14052.3,16454.4,12768,10555.5,15963.4,10721.6,7500.32,22540.8
O54901,O54901,OX2G_MOUSE,Cd200,OX-2 membrane glycoprotein,3745.24,,,,1744.49,3813.86,3615.2,4752.96
O54909,O54909,RDH16_MOUSE,Rdh16,Retinol dehydrogenase 16,257640,264817,283931,234915,270380,264181,220581,232328
O54909;O88451,O54909;O88451,RDH16_MOUSE;RDH7_MOUSE,Rdh16;Rdh7,Retinol dehydrogenase 16,63920.8,95491.6,90845,76451.6,112856,77378.3,100863,75104.8
O54909;O88451;Q9R092,O54909;Q9R092;O88451,H17B6_MOUSE;RDH16_MOUSE;RDH7_MOUSE,Hsd17b6;Rdh16;Rdh7,Retinol dehydrogenase 16,1.10E+06,851844,1.18E+06,1.02E+06,1.12E+06,982102,1.03E+06,913320
O54916,O54916,REPS1_MOUSE,Reps1,RalBP1-associated Eps domain-containing protein 1,34760.6,34891.5,38695.6,36836.6,32898.9,33613,27419.3,34570.7
