Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep1_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep1_R1.raw
E9Q7T7,E9Q7T7,CHADL_MOUSE,Chadl,Chondroadherin-like protein,25596.7,25406.7,,42524.9,30552.6,40049.1,24290.5,18174.8
E9Q7X6,E9Q7X6,HEG1_MOUSE,Heg1,Protein HEG homolog 1,19343,20764.9,18651.8,,15122.9,,17102.5,15139.3
E9Q8D0,E9Q8D0,DJC21_MOUSE,Dnajc21,DnaJ homolog subfamily C member 21,8489.55,10641.6,7410.51,,9332.48,9780.25,7360.41,9145.75
E9Q8G5,E9Q8G5,ZFOI1_MOUSE,ObI1,Zinc finger protein OBI1,70986,209416,294654,48884.3,57149.7,140869,79058.7,55133.8
E9Q8T7,E9Q8T7,DYH1_MOUSE,Dnah1,Dynein axonemal heavy chain 1,49421.7,,53760.8,,19830.2,,70745,91771.2
E9Q912,E9Q912,GDS1_MOUSE,Rap1gds1,Rap1 GTPase-GDP dissociation stimulator 1,99505.5,107373,101574,105734,94820.1,109450,98138.6,102395
E9QAM5,E9QAM5,HELZ2_MOUSE,Helz2,Helicase with zinc finger domain 2,,63884.1,,22716.4,,23576.7,26841.9,26452.6
E9QAT4,E9QAT4,SC16A_MOUSE,Sec16a,Protein transport protein Sec16A,253760,249554,223127,256050,228768,253750,220564,255760
F6XLV1,F6XLV1,CRCC2_MOUSE,Crocc2,Ciliary rootlet coiled-coil protein 2,251691,250170,202496,220447,247926,163647,230065,254910
F6ZDS4,F6ZDS4,TPR_MOUSE,Tpr,Nucleoprotein TPR,289916,302437,306578,311057,285256,284510,272663,280722
F8VPK0,F8VPK0,SKI3_MOUSE,Skic3,Superkiller complex protein 3,87599.6,131479,69715.4,68321.8,75685.9,108445,49427.4,35756.7
F8VPQ2,F8VPQ2,ARI4A_MOUSE,Arid4a,AT-rich interactive domain-containing protein 4A,11982.4,13122,9151.68,12487.5,13691.9,13981.5,11883.6,11420.6
F8VPU2,F8VPU2,FARP1_MOUSE,Farp1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",67383.4,74542.9,76077.7,52472.2,61750.7,61198.3,41364.8,38708.7
G3X8U3,G3X8U3,QNG1_MOUSE,QNG1,Queuosine 5'-phosphate N-glycosylase/hydrolase,,16152.4,,,,,15798.7,31188.2
G3X982,G3X982,AOXC_MOUSE,Aox3,Aldehyde oxidase 3,2.67E+06,2.84E+06,2.87E+06,2.82E+06,2.91E+06,3.18E+06,3.48E+06,3.72E+06
G3X9K3,G3X9K3,BIG1_MOUSE,Arfgef1,Brefeldin A-inhibited guanine nucleotide-exchange protein 1,31216.5,33016.8,30836.6,23155.7,23299.3,23732,28343.9,26078.8
G3X9Z4,G3X9Z4,PCF11_MOUSE,Pcf11,Pre-mRNA cleavage complex 2 protein Pcf11,20544.2,23267.8,25931.2,30789.3,23690.3,22489.6,27259.4,26045.2
G5E829,G5E829;Q6Q477;Q9R0K7,AT2B1_MOUSE,Atp2b1,Plasma membrane calcium-transporting ATPase 1,64527.1,65087.4,76333.7,76975.5,63740.1,67635.9,60419.4,64461.9
G5E870,G5E870,TRIPC_MOUSE,Trip12,E3 ubiquitin-protein ligase TRIP12,64686.8,74354,74582.8,72277.3,66078.4,66122.1,52506.9,49223.9
G5E8K5,G5E8K5,ANK3_MOUSE,Ank3,Ankyrin-3,372165,327085,262874,345396,323223,340630,281272,325968
G5E8Q8,G5E8Q8,AGRF5_MOUSE,Adgrf5,Adhesion G protein-coupled receptor F5,29807.2,20464.2,32233.7,29820.4,36046.3,31846.6,29989,31204.7
G5E8V9,G5E8V9,ARFP1_MOUSE,Arfip1,Arfaptin-1,47127.9,53646.4,57085.3,42724.3,50932.6,41912.1,44069.5,48264.8
O08529,O08529,CAN2_MOUSE,Capn2,Calpain-2 catalytic subunit,74602.8,75166.4,50928.1,63788.2,77375.2,75335.6,77770.3,84452.5
O08532,O08532,CA2D1_MOUSE,Cacna2d1,Voltage-dependent calcium channel subunit alpha-2/delta-1,21330.8,24365.8,18467.5,17668.2,26044.6,19241.7,10676.8,15143.2
O08539,O08539,BIN1_MOUSE,Bin1,Myc box-dependent-interacting protein 1,218661,191636,197548,232276,244912,207847,198315,210708
O08547,O08547,SC22B_MOUSE,Sec22b,Vesicle-trafficking protein SEC22b,344213,298952,281996,284050,300952,323753,301667,302808
O08553,O08553,DPYL2_MOUSE,Dpysl2,Dihydropyrimidinase-related protein 2,2.10E+06,2.09E+06,1.99E+06,2.14E+06,2.22E+06,1.99E+06,2.34E+06,2.61E+06
O08573,O08573,LEG9_MOUSE,Lgals9,Galectin-9,411392,365246,352291,366722,415278,321087,472796,434071
O08574,O08574,MESP2_MOUSE,Mesp2,Mesoderm posterior protein 2,9093.17,,,,11888.4,12826.6,,9261.99
O08579,O08579,EMD_MOUSE,Emd,Emerin,147348,149390,166811,161366,148228,149299,133535,139436
O08583,O08583;Q9JJW6,THOC4_MOUSE,Alyref,THO complex subunit 4,265904,239408,335531,325398,313181,384132,288041,305487
O08585,O08585,CLCA_MOUSE,Clta,Clathrin light chain A,3.05E+06,2.47E+06,2.94E+06,3.12E+06,3.34E+06,3.24E+06,3.29E+06,3.51E+06
O08586,O08586,PTEN_MOUSE,Pten,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",22346.1,19411.9,,18465.3,32166.9,20843,23769.5,22247.1
O08599,O08599,STXB1_MOUSE,Stxbp1,Syntaxin-binding protein 1,9606.77,11734.8,14494.5,13178.7,10904.7,10168.7,11202.5,9841.15
O08600,O08600,NUCG_MOUSE,Endog,"Endonuclease G, mitochondrial",269061,278464,228753,279368,288060,295554,237104,318470
O08601,O08601,MTP_MOUSE,Mttp,Microsomal triglyceride transfer protein large subunit,1.16E+06,1.10E+06,1.01E+06,993124,1.00E+06,1.01E+06,1.10E+06,1.06E+06
O08609,O08609,MLX_MOUSE,Mlx,Max-like protein X,15632.9,,18420.3,,,19704.4,17057.8,23146.9
O08648,O08648,M3K4_MOUSE,Map3k4,Mitogen-activated protein kinase kinase kinase 4,17826.4,,,29627.6,,,12134.7,17966.8
O08663,O08663,MAP2_MOUSE,Metap2,Methionine aminopeptidase 2,83690.3,78785.7,93819.8,79896.1,76655.6,83346.1,77589.2,90821.5
O08677,O08677,KNG1_MOUSE,Kng1,Kininogen-1,5.14E+06,5.56E+06,5.24E+06,5.97E+06,5.32E+06,5.61E+06,4.89E+06,4.99E+06
O08688,O08688,CAN5_MOUSE,Capn5,Calpain-5,14690.7,,7598.65,,,,10561.4,11165.8
O08691,O08691,ARGI2_MOUSE,Arg2,"Arginase-2, mitochondrial",65427.9,93664.2,77405.6,58166.3,69641.5,81025.9,71078.4,85610.4
O08692,O08692,NGP_MOUSE,Ngp,Neutrophilic granule protein,139430,131498,133485,113311,155743,127636,148351,147166
O08705,O08705,NTCP_MOUSE,Slc10a1,Hepatic sodium/bile acid cotransporter,4.85E+06,4.05E+06,6.57E+06,4.42E+06,5.26E+06,5.36E+06,5.60E+06,5.61E+06
O08709,O08709,PRDX6_MOUSE,Prdx6,Peroxiredoxin-6,8.24E+06,7.53E+06,8.40E+06,7.30E+06,7.64E+06,8.21E+06,8.91E+06,8.99E+06
O08715,O08715,AKAP1_MOUSE,Akap1,"A-kinase anchor protein 1, mitochondrial",374240,373682,355632,406458,368188,370751,374184,383303
O08734,O08734,BAK_MOUSE,Bak1,Bcl-2 homologous antagonist/killer,123874,99256,92338.4,119165,113484,110542,105402,108403
O08738,O08738,CASP6_MOUSE,Casp6,Caspase-6,343152,364593,351841,394765,343854,347573,311228,392918
O08749,O08749,DLDH_MOUSE,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",6.86E+06,6.63E+06,7.46E+06,6.72E+06,7.01E+06,8.05E+06,7.89E+06,8.64E+06
O08756,O08756,HCD2_MOUSE,Hsd17b10,3-hydroxyacyl-CoA dehydrogenase type-2,301050,233579,217227,274328,264665,230307,391138,462254
O08759,O08759,UBE3A_MOUSE,Ube3a,Ubiquitin-protein ligase E3A,76700.4,80776.7,71433.9,79477.1,92938.4,80485.1,84034.6,76077.8
O08784,O08784,TCOF_MOUSE,Tcof1,Treacle protein,220460,200762,202850,205825,213402,215557,204720,202485
O08785,O08785,CLOCK_MOUSE,Clock,Circadian locomoter output cycles protein kaput,,9953.79,,11297.6,12359.6,,12350.4,13228.4
O08788,O08788,DCTN1_MOUSE,Dctn1,Dynactin subunit 1,35043.8,42345.4,34390.1,31887.4,37091.8,37818.8,34589.8,34455.6
O08795,O08795,GLU2B_MOUSE,Prkcsh,Glucosidase 2 subunit beta,2.50E+06,2.12E+06,2.27E+06,2.37E+06,2.55E+06,2.39E+06,3.00E+06,2.74E+06
O08807,O08807,PRDX4_MOUSE,Prdx4,Peroxiredoxin-4,3.90E+06,5.14E+06,5.62E+06,7.21E+06,6.06E+06,7.85E+06,6.75E+06,8.38E+06
O08808,O08808,DIAP1_MOUSE,Diaph1,Protein diaphanous homolog 1,314015,321739,325994,273003,308270,323807,275623,287847
O08810,O08810,U5S1_MOUSE,Eftud2,116 kDa U5 small nuclear ribonucleoprotein component,295029,302428,307787,286429,278770,257345,290631,302821
O08811,O08811,ERCC2_MOUSE,Ercc2,General transcription and DNA repair factor IIH helicase subunit XPD,,,,,,898.994,2669.82,2282.5
O08842,O08842,GFRA2_MOUSE,Gfra2,GDNF family receptor alpha-2,2603.69,,2951.24,,,,,1798.31
O08911,O08911,MK12_MOUSE,Mapk12,Mitogen-activated protein kinase 12,92495,,101722,,74032.7,,68407.9,25903.9
O08912,O08912,GALT1_MOUSE,Galnt1,Polypeptide N-acetylgalactosaminyltransferase 1,45351.8,,,57154.3,43778.2,38296.5,35426.6,34656.6
O08914,O08914,FAAH1_MOUSE,Faah,Fatty-acid amide hydrolase 1,1.18E+06,1.14E+06,1.15E+06,1.28E+06,1.26E+06,1.30E+06,1.25E+06,1.30E+06
O08915,O08915,AIP_MOUSE,Aip,AH receptor-interacting protein,127544,171189,127413,124048,130848,175658,150055,161374
O08917,O08917,FLOT1_MOUSE,Flot1,Flotillin-1,123574,133910,143573,149683,123962,139323,110568,121927
O08966,O08966,S22A1_MOUSE,Slc22a1,Solute carrier family 22 member 1,862498,903458,954238,864610,944747,958237,877377,1.02E+06
O08970,O08970,TUFT1_MOUSE,Tuft1,Tuftelin,3400.04,,2695.99,4360.53,,1807.94,4753.17,6867.83
O08983,O08983,HPS1_MOUSE,Hps1,BLOC-3 complex member HPS1,14489.3,12959.9,11721.9,11366.9,11761.3,10485.3,13435.6,12786.7
O08992,O08992,SDCB1_MOUSE,Sdcbp,Syntenin-1,15896.1,,,29566.6,23798.9,27744.7,28594.1,24401.8
O08997,O08997,ATOX1_MOUSE,Atox1,Copper transport protein ATOX1,294273,263270,292203,219171,282869,243254,241831,288595
O09000,O09000,NCOA3_MOUSE,Ncoa3,Nuclear receptor coactivator 3,23777.3,23872.2,18930.9,20299.8,19483.4,21327.6,18835.8,19582.8
O09012,O09012,PEX5_MOUSE,Pex5,Peroxisomal targeting signal 1 receptor,44469.4,51446.9,21946.4,39040.4,37974.5,40665.8,37326.6,42239.6
O09043,O09043,NAPSA_MOUSE,Napsa,Napsin-A,94001.1,100693,,138962,99738.7,106813,144736,138275
O09044,O09044,SNP23_MOUSE,Snap23,Synaptosomal-associated protein 23,226149,246742,336869,337618,250004,198979,249409,270766
O09046,O09046,OXLA_MOUSE,Il4i1,L-amino-acid oxidase,,,,,9716.5,,9978.72,11304.9
O09053,O09053,WRN_MOUSE,Wrn,Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN,362880,579413,545168,715262,440214,444946,288696,340167
O09061,O09061,PSB1_MOUSE,Psmb1,Proteasome subunit beta type-1,2.11E+06,2.18E+06,2.14E+06,2.10E+06,2.17E+06,1.96E+06,2.91E+06,3.21E+06
O09106,O09106,HDAC1_MOUSE,Hdac1,Histone deacetylase 1,12373.7,17896.9,,11868,8049.96,8287.97,11821.6,17432.1
O09110,O09110,MP2K3_MOUSE,Map2k3,Dual specificity mitogen-activated protein kinase kinase 3,68366.1,32681.3,49002,20697.2,53237.1,34135.9,60932.5,28822.2
O09111,O09111,NDUBB_MOUSE,Ndufb11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",4.59E+06,6.80E+06,4.43E+06,5.96E+06,5.77E+06,5.13E+06,6.52E+06,7.29E+06
O09117,O09117,SYPL1_MOUSE,Sypl1,Synaptophysin-like protein 1,1.25E+06,1.47E+06,912732,1.24E+06,1.32E+06,1.00E+06,2.03E+06,2.05E+06
O09131,O09131,GSTO1_MOUSE,Gsto1,Glutathione S-transferase omega-1,2.99E+06,2.61E+06,2.76E+06,3.04E+06,3.19E+06,2.73E+06,4.05E+06,4.15E+06
O09158,O09158,CP3AP_MOUSE,Cyp3a25,Cytochrome P450 3A25,265944,272745,268551,251202,279006,265232,372402,372158
O09159,O09159,MA2B1_MOUSE,Man2b1,Lysosomal alpha-mannosidase,413493,441883,434641,457524,432924,474132,441315,488257
O09164,O09164,SODE_MOUSE,Sod3,Extracellular superoxide dismutase [Cu-Zn],64894.1,54805.4,99013.7,67329.2,64027.7,71191,88572.8,132657
O09167,O09167,RL21_MOUSE,Rpl21,Large ribosomal subunit protein eL21,,,,,,,9647.82,7509.88
O09172,O09172,GSH0_MOUSE,Gclm,Glutamate--cysteine ligase regulatory subunit,496919,428083,485323,463461,474136,491888,594991,728777
O09173,O09173,HGD_MOUSE,Hgd,"Homogentisate 1,2-dioxygenase",4.74E+06,5.04E+06,4.88E+06,4.90E+06,5.33E+06,4.64E+06,5.06E+06,5.05E+06
O09174,O09174,AMACR_MOUSE,Amacr,Alpha-methylacyl-CoA racemase,337361,282603,244474,221502,294123,243790,300767,296259
O35066;Q9JJZ5,Q9JJZ5;O35066,EGFL6_MOUSE;KIF3C_MOUSE,Egfl6;Kif3c,Kinesin-like protein KIF3C,68429.6,53976.1,32740.7,43692.5,53292.4,37169.1,97295.1,
O35071,O35071,KIF1C_MOUSE,Kif1c,Kinesin-like protein KIF1C,66136.3,84369.2,65920.2,90771.1,93610.4,81509.4,65001.8,63403
O35074,O35074,PTGIS_MOUSE,Ptgis,Prostacyclin synthase,64722,177634,17211.8,39738.4,,48253.4,109240,125714
O35075,O35075,VP26C_MOUSE,Vps26c,Vacuolar protein sorting-associated protein 26C,,,,,,,,1992.46
O35098,O35098,DPYL4_MOUSE,Dpysl4,Dihydropyrimidinase-related protein 4,68901.9,87007.3,,94436.7,84344,85329.4,58247.5,52777.2
O35114,O35114,SCRB2_MOUSE,Scarb2,Lysosome membrane protein 2,692270,732759,773024,733662,766602,692387,649401,645469
O35126,O35126,ATN1_MOUSE,Atn1,Atrophin-1,54586.3,40649.6,46454.1,41824.5,32201.3,36183.9,26010.7,29774
O35129,O35129,PHB2_MOUSE,Phb2,Prohibitin-2,6.46E+06,6.71E+06,6.81E+06,7.26E+06,7.48E+06,7.53E+06,7.18E+06,6.39E+06
O35136,O35136,NCAM2_MOUSE,Ncam2,Neural cell adhesion molecule 2,23288,18586.9,,,9676.12,14560,6924.92,4219.26
O35143,O35143,ATIF1_MOUSE,Atp5if1,"ATPase inhibitor, mitochondrial",40377.9,18146.9,15457.7,24396.8,28255,33364.6,181994,327895
O35153,O35153,BET1L_MOUSE,Bet1l,BET1-like protein,,,,,,,45640.7,26425.4
O35166,O35166,GOSR2_MOUSE,Gosr2,Golgi SNAP receptor complex member 2,21039.2,14287.1,30172.8,8761.2,27469.4,7183.8,48287.3,61527.1
O35207;Q9CPY4,O35207;Q9CPY4,CDKA1_MOUSE;CDKA2_MOUSE,Cdk2ap1;Cdk2ap2,Cyclin-dependent kinase 2-associated protein 1,47116.4,47836,39847.6,45433.1,53044.4,38035.6,57045.1,58707.1
O35215,O35215,DOPD_MOUSE,Ddt,D-dopachrome decarboxylase,485974,486201,385215,937940,494460,700608,590200,1.10E+06
O35226,O35226,PSMD4_MOUSE,Psmd4,26S proteasome non-ATPase regulatory subunit 4,762412,787155,812637,910741,850060,811232,873835,952502
O35239,O35239,PTN9_MOUSE,Ptpn9,Tyrosine-protein phosphatase non-receptor type 9,4331.45,,,,,,4699.6,4608.31
O35286,O35286,DHX15_MOUSE,Dhx15,ATP-dependent RNA helicase DHX15,87210.3,91402.9,81085.5,79089.4,88467.8,90993,81904.4,79827.9
O35295,O35295,PURB_MOUSE,Purb,Transcriptional activator protein Pur-beta,440398,372192,474009,479761,451122,381212,602731,577023
O35309,O35309,NMI_MOUSE,Nmi,N-myc-interactor,374980,330064,402387,365772,375626,398401,398163,427079
O35316,O35316,SC6A6_MOUSE,Slc6a6,Sodium- and chloride-dependent taurine transporter,3748.47,,4806.54,,,,9561.89,16858.6
O35326,O35326,SRSF5_MOUSE,Srsf5,Serine/arginine-rich splicing factor 5,111854,92728.3,86721,83328.2,93758.5,110238,98758.1,107415
O35343,O35343,IMA3_MOUSE,Kpna4,Importin subunit alpha-3,32761.4,40570.9,29776.1,36306.8,33139,34930.7,43433.3,41819.3
O35344,O35344,IMA4_MOUSE,Kpna3,Importin subunit alpha-4,247272,199711,122497,208414,196161,301713,269680,318256
O35345,O35345,IMA7_MOUSE,Kpna6,Importin subunit alpha-7,9437.29,7473.34,,6354.14,10014.5,8311.54,10996.3,9554.95
O35350,O35350,CAN1_MOUSE,Capn1,Calpain-1 catalytic subunit,73144,73185.9,67614.6,71260.1,65741.2,81178.2,72851.6,96405.8
O35381,O35381,AN32A_MOUSE,Anp32a,Acidic leucine-rich nuclear phosphoprotein 32 family member A,1.34E+06,1.42E+06,1.27E+06,1.29E+06,1.40E+06,1.29E+06,1.71E+06,1.99E+06
O35386,O35386,PAHX_MOUSE,Phyh,"Phytanoyl-CoA dioxygenase, peroxisomal",185873,176231,172091,153292,182557,155675,180542,182185
O35387,O35387,HAX1_MOUSE,Hax1,HCLS1-associated protein X-1,12606.7,,6038.97,7556.92,,7844.88,25582.4,35333.2
O35403,O35403,ST3A1_MOUSE,Sult3a1,Amine sulfotransferase,199485,186510,192644,172042,223381,255765,227433,226959
O35405,O35405,PLD3_MOUSE,Pld3,5'-3' exonuclease PLD3,69421,75783.6,67421.5,79414.3,79837.7,86283.3,102591,100767
O35423,O35423,AGT1_MOUSE,Agxt,Alanine--glyoxylate aminotransferase,9.57E+06,8.53E+06,9.80E+06,9.23E+06,1.14E+07,1.17E+07,1.58E+07,1.70E+07
O35435,O35435,PYRD_MOUSE,Dhodh,"Dihydroorotate dehydrogenase (quinone), mitochondrial",192983,265517,230726,249356,221853,249811,236223,245074
O35445,O35445,RNF5_MOUSE,Rnf5,E3 ubiquitin-protein ligase RNF5,20848,30193.5,18903.9,28370.5,21119.7,24914.2,15251.6,29434.3
O35448,O35448,PPT2_MOUSE,Ppt2,Lysosomal thioesterase PPT2,82534.2,85021.5,66671.8,66088.8,60614.8,57657.8,44915.1,42280.2
O35453,O35453,HEPS_MOUSE,Hpn,Serine protease hepsin,219502,204703,170796,223715,201866,188846,197318,236683
O35459,O35459,ECH1_MOUSE,Ech1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",2.01E+06,2.38E+06,2.19E+06,2.38E+06,2.20E+06,2.38E+06,3.13E+06,3.39E+06
O35465,O35465,FKBP8_MOUSE,Fkbp8,Peptidyl-prolyl cis-trans isomerase FKBP8,27872.8,37939.7,25817,27079.7,41838.6,37537.3,61755.4,89723.5
O35488,O35488,S27A2_MOUSE,Slc27a2,Long-chain fatty acid transport protein 2,450337,473131,497745,394452,379884,409813,505106,517381
O35490,O35490;Q91WS4,BHMT1_MOUSE,Bhmt,Betaine--homocysteine S-methyltransferase 1,3.31E+07,4.26E+07,3.62E+07,3.69E+07,3.52E+07,4.40E+07,4.79E+07,6.82E+07
O35516,O35516,NOTC2_MOUSE,Notch2,Neurogenic locus notch homolog protein 2,18458.8,20042.3,20464.5,19088.2,19520.6,17153,19987.7,18688.6
O35551,O35551,RABE1_MOUSE,Rabep1,Rab GTPase-binding effector protein 1,127831,118174,131564,139261,145798,128275,126919,124144
O35566,O35566,CD151_MOUSE,Cd151,CD151 antigen,396799,408871,429871,461207,295883,356897,309270,390535
O35593,O35593,PSDE_MOUSE,Psmd14,26S proteasome non-ATPase regulatory subunit 14,279518,366938,233572,273972,282298,221923,226771,292832
O35598,O35598,ADA10_MOUSE,Adam10,Disintegrin and metalloproteinase domain-containing protein 10,41110.9,56604.1,31574.1,37380.8,44719.2,50728.4,46019,45591.3
O35601,O35601,FYB1_MOUSE,Fyb1,FYN-binding protein 1,47903.2,47732.7,48206.5,52149.5,50206.3,50180.5,43978.6,46901.1
O35604,O35604,NPC1_MOUSE,Npc1,NPC intracellular cholesterol transporter 1,287960,267128,328030,275855,299832,338095,329847,332642
O35609,O35609,SCAM3_MOUSE,Scamp3,Secretory carrier-associated membrane protein 3,102305,68429.7,65504.7,88990.1,74934.8,63697.7,170799,249245
O35615,O35615,FOG1_MOUSE,Zfpm1,Zinc finger protein ZFPM1,6858.59,9658.1,9053.66,5844.09,,6097.57,5069.71,5381.7
O35623,O35623,BET1_MOUSE,Bet1,BET1 homolog,,,10595.5,,,,28491.6,40420.1
O35625,O35625,AXIN1_MOUSE,Axin1,Axin-1,4461.19,,,4007.97,,3395.8,3184.61,4329.8
O35632,O35632,HYAL2_MOUSE,Hyal2,Hyaluronidase-2,9.87E+06,8.38E+06,1.07E+07,1.23E+07,1.17E+07,1.15E+07,4.89E+06,3.88E+06
O35639,O35639,ANXA3_MOUSE,Anxa3,Annexin A3,22004.4,17608,23021.9,13431.5,14818.7,21820.9,23221.5,21139.8
O35643,O35643;Q9DBG3,AP1B1_MOUSE,Ap1b1,AP-1 complex subunit beta-1,950061,879020,908795,856333,831546,827799,868733,927759
O35648,O35648,CETN3_MOUSE,Cetn3,Centrin-3,31148.5,20727.1,31109.4,44591.2,39263,19060.9,41046.5,38128.4
O35654,O35654,DPOD2_MOUSE,Pold2,DNA polymerase delta subunit 2,,27915.9,,,20094.6,27575.6,20554.5,12697.8
O35657,O35657,NEUR1_MOUSE,Neu1,Sialidase-1,50682.5,41445,61810.2,48141.2,49156.5,51632,52035.2,56848.9
O35658,O35658,C1QBP_MOUSE,C1qbp,"Complement component 1 Q subcomponent-binding protein, mitochondrial",7792.15,,,,11991.4,9453.93,19455.9,9293.33
O35660,O35660,GSTM6_MOUSE,Gstm6,Glutathione S-transferase Mu 6,410877,311597,326047,402698,393221,370162,427568,477345
O35664,O35664,INAR2_MOUSE,Ifnar2,Interferon alpha/beta receptor 2,28941.2,20037.7,22950,24362.1,35445.7,29213,31887.7,27779.1
O35678,O35678,MGLL_MOUSE,Mgll,Monoglyceride lipase,112025,133757,99855.3,103693,110642,142383,131517,157358
O35680,O35680,RT12_MOUSE,Mrps12,Small ribosomal subunit protein uS12m,1072.95,,,,,,2536.98,3515.08
O35682,O35682,MYADM_MOUSE,Myadm,Myeloid-associated differentiation marker,291006,349095,354864,386832,355435,355099,274907,318464
O35685,O35685,NUDC_MOUSE,Nudc,Nuclear migration protein nudC,1.17E+06,1.01E+06,1.09E+06,1.03E+06,1.00E+06,1.05E+06,1.28E+06,1.33E+06
O35691,O35691,PININ_MOUSE,Pnn,Pinin,93735.8,97293,102092,97292.8,92263.6,89800.2,92924,93901.7
O35711,O35711;Q8C8U0,LIPB2_MOUSE,Ppfibp2,Liprin-beta-2,25164.9,20625.3,21884.1,24077.5,23538.9,20778.8,21026.5,22072.9
O35728,O35728,CP4AE_MOUSE,Cyp4a14,Cytochrome P450 4A14,521433,584045,545202,562975,547124,588799,518921,511029
O35737,O35737;P70333,HNRH1_MOUSE,Hnrnph1,Heterogeneous nuclear ribonucleoprotein H,142047,141331,123547,115812,120315,127773,123790,153809
O35738,O35738,KLF12_MOUSE,Klf12,Krueppel-like factor 12,,,,,,,6767.72,13753.3
O35744,O35744,CHIL3_MOUSE,Chil3,Chitinase-like protein 3,23750.9,25589.8,34901.5,15900.9,9607.26,19018.5,18415.9,18099.3
O35841,O35841,API5_MOUSE,Api5,Apoptosis inhibitor 5,402531,353374,384484,348282,376696,361235,318671,320736
O35855,O35855,BCAT2_MOUSE,Bcat2,"Branched-chain-amino-acid aminotransferase, mitochondrial",14553.3,18123.3,15540.7,,21199.1,7865.99,12947.6,13818.3
O35857,O35857,TIM44_MOUSE,Timm44,Mitochondrial import inner membrane translocase subunit TIM44,130328,132606,123599,122720,129539,127494,130232,143245
O35864,O35864,CSN5_MOUSE,Cops5,COP9 signalosome complex subunit 5,112341,115796,117259,104082,104022,146557,131728,133879
O35887,O35887,CALU_MOUSE,Calu,Calumenin,1.03E+06,804297,906409,1.01E+06,1.10E+06,816043,1.81E+06,1.77E+06
O35892,O35892,SP100_MOUSE,Sp100,Nuclear autoantigen Sp-100,,,,7809.1,,,,8031.42
O35900,O35900,LSM2_MOUSE,Lsm2,U6 snRNA-associated Sm-like protein LSm2,79330.9,79150.1,117202,83502.1,93374.2,108505,63629.8,76259.3
O35930,O35930,GP1BA_MOUSE,Gp1ba,Platelet glycoprotein Ib alpha chain,19416.1,15098.3,19737.8,15400.8,11499.4,17346.7,12270.1,17768.2
O35943,O35943,FRDA_MOUSE,Fxn,"Frataxin, mitochondrial",301429,230208,254887,275551,287960,245877,195181,211366
O35945,O35945,AL1A7_MOUSE,Aldh1a7,"Aldehyde dehydrogenase, cytosolic 1",3.13E+06,2.84E+06,2.93E+06,3.05E+06,3.09E+06,3.69E+06,4.92E+06,4.40E+06
O35955,O35955,PSB10_MOUSE,Psmb10,Proteasome subunit beta type-10,847970,1.02E+06,937254,998732,947640,980450,716742,720315
O35963,O35963,RB33B_MOUSE,Rab33b,Ras-related protein Rab-33B,547117,418854,,580522,562271,593341,659991,513931
O35969,O35969,GAMT_MOUSE,Gamt,Guanidinoacetate N-methyltransferase,,41397,26165.2,,46136.4,40598,69184.5,74061
O35988,O35988,SDC4_MOUSE,Sdc4,Syndecan-4,72165.2,87733.3,86390.4,73882.9,70993.6,79740.1,69511.8,76660
O54724,O54724,CAVN1_MOUSE,Cavin1,Caveolae-associated protein 1,115443,112808,109037,128303,115605,126606,106707,113072
O54734,O54734,OST48_MOUSE,Ddost,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,482646,503706,387209,439943,448403,500698,483380,549549
O54749,O54749,CP2J5_MOUSE,Cyp2j5,Cytochrome P450 2J5,91734.1,94268.7,115766,93513.5,82113.2,82316.5,88055.2,97150.6
O54750,O54750,CP2J6_MOUSE,Cyp2j6,Cytochrome P450 2J6,47809.8,67125.6,48677.6,67982.8,62684.6,71864.7,49689.6,53657.2
O54754,O54754,AOXA_MOUSE,Aox1,Aldehyde oxidase 1,810872,818672,848200,914911,879968,837402,792853,893560
O54774,O54774,AP3D1_MOUSE,Ap3d1,AP-3 complex subunit delta-1,10382.8,18290.4,,,18177.7,8397.56,12971.6,15280.8
