Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/0b/cd9f8e0d84ba1195e591146376f93f/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep3_R1.mzML,/nextflow_runs/work/d7/f784ad75390802c2c3b005e80fff55/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep2_R1.mzML,/nextflow_runs/work/a1/85649604e2b2415d2f64f44be281e9/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep4_R1.mzML,/nextflow_runs/work/56/7b52e7aeb74109b02169869c2d7ecc/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep4_R1.mzML,/nextflow_runs/work/1a/e8750790b3adc3a7a1a37645361f80/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep1_R1.mzML,/nextflow_runs/work/3e/0970b23559fe20edc6370815db8ee6/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep1_R1.mzML,/nextflow_runs/work/20/b9465cbeac6ea65d7bd30af785176a/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep2_R1.mzML,/nextflow_runs/work/70/9fc6e04e87ba43745794f5582a1775/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep3_R1.mzML
E9Q5K4;Q6XVG2;Q91W64;Q91X77,E9Q5K4;Q6XVG2;Q91X77;Q91W64,CP254_MOUSE;CP270_MOUSE;CP2CN_MOUSE;CY250_MOUSE,Cyp2c23;Cyp2c50;Cyp2c54;Cyp2c70,Cytochrome P450 2C44,4.35E+06,4.03E+06,3.37E+06,3.51E+06,3.16E+06,3.23E+06,2.52E+06,3.81E+06
E9Q634,E9Q634,MYO1E_MOUSE,Myo1e,Unconventional myosin-Ie,27217.3,33072.8,29783.4,28958.8,30764,29241.3,34206.4,30609.8
E9Q6J5,E9Q6J5,BD1L1_MOUSE,Bod1l,Biorientation of chromosomes in cell division protein 1-like 1,24168.4,20126.2,24936.3,23371.7,22449.5,19290.1,18732.1,21616.5
E9Q784,E9Q784,ZC3HD_MOUSE,Zc3h13,Zinc finger CCCH domain-containing protein 13,34634.5,60578.8,41167.9,41030.8,59463.1,37870.7,51571.1,34798.4
E9Q7D5,E9Q7D5,ARHG5_MOUSE,Arhgef5,Rho guanine nucleotide exchange factor 5,4357.6,5171.76,4466.13,7429.7,5044.94,5993.92,3792.7,4860.09
E9Q7G0,E9Q7G0,NUMA1_MOUSE,Numa1,Nuclear mitotic apparatus protein 1,38868.1,31991.3,33602.2,34896.5,30873.1,29968.8,27563.4,31294.7
E9Q7M2,E9Q7M2,T22D2_MOUSE,Tsc22d2,TSC22 domain family protein 2,8348.95,9720.17,9253.56,7189.2,7347.74,11897,12581.8,8090.49
E9Q7M2;Q9EQN3,P62500;Q9EQN3;Q9Z2S7;E9Q7M2,T22D2_MOUSE;T22D4_MOUSE,Tsc22d2;Tsc22d4,TSC22 domain family protein 2,5282.63,3021.92,,,4788.33,,3141.47,3150.28
E9Q7M2;Q9EQN3;Q9Z2S7,P62500;Q9EQN3;Q9Z2S7;E9Q7M2,T22D2_MOUSE;T22D3_MOUSE;T22D4_MOUSE,Tsc22d2;Tsc22d3;Tsc22d4,TSC22 domain family protein 2,,8285.49,8300.32,5816.22,6881.33,9362.41,7551.29,7786.07
E9Q7X6,E9Q7X6,HEG1_MOUSE,Heg1,Protein HEG homolog 1,,,,,8564.07,,,15347.1
E9Q8D0,E9Q8D0,DJC21_MOUSE,Dnajc21,DnaJ homolog subfamily C member 21,3081.63,4334.92,,1573.11,4783.31,9163.84,5005.16,4209.63
E9Q8G5,E9Q8G5,ZFOI1_MOUSE,ObI1,Zinc finger protein OBI1,175828,27691.9,77964.8,116784,21300.9,39150.3,32111.3,116220
E9Q912,E9Q912,GDS1_MOUSE,Rap1gds1,Rap1 GTPase-GDP dissociation stimulator 1,36601.9,33174.8,28964.4,28439.5,33449.2,31223.6,28755.2,31770.8
E9QAT4,E9QAT4,SC16A_MOUSE,Sec16a,Protein transport protein Sec16A,72585.5,53442.7,78846.7,65031.2,67131.7,71195.3,68680.6,74259.6
F6ZDS4,F6ZDS4,TPR_MOUSE,Tpr,Nucleoprotein TPR,117094,103737,107941,102328,97315.4,101039,109737,103687
F8VPQ2,F8VPQ2,ARI4A_MOUSE,Arid4a,AT-rich interactive domain-containing protein 4A,3533.18,4987.19,4162.1,8395.09,5639.95,2197.77,2130.38,4580.79
F8VPU2,F8VPU2,FARP1_MOUSE,Farp1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",,6553.44,6177.15,16418,10767.2,11785.4,11082.2,9307.13
G3X8U3,G3X8U3,QNG1_MOUSE,QNG1,Queuosine 5'-phosphate N-glycosylase/hydrolase,2505.13,1683.9,1629.95,,,1821.03,1771,2471.05
G3X982,G3X982,AOXC_MOUSE,Aox3,Aldehyde oxidase 3,547247,590918,595651,535767,585057,625523,724562,407197
G3X982;O54754,G3X982;O54754,AOXA_MOUSE;AOXC_MOUSE,Aox1;Aox3,Aldehyde oxidase 3,,,2693.72,3238.89,4300.39,4284.96,2840.04,
G3X982;Q00519,G3X982;Q00519;Q3TYQ9,AOXC_MOUSE;XDH_MOUSE,Aox3;Xdh,Aldehyde oxidase 3,1.18E+06,1.25E+06,1.19E+06,1.35E+06,1.30E+06,1.19E+06,831643,1.39E+06
G3X9K3,G3X9K3,BIG1_MOUSE,Arfgef1,Brefeldin A-inhibited guanine nucleotide-exchange protein 1,4734.55,5527.27,3973.08,3591.05,4326.05,2717.77,3732.82,3944.78
G3X9Z4,G3X9Z4,PCF11_MOUSE,Pcf11,Pre-mRNA cleavage complex 2 protein Pcf11,12944,11796.8,11893.1,12110.4,8366.26,7527.94,10079.4,8861.19
G5E829,G5E829,AT2B1_MOUSE,Atp2b1,Plasma membrane calcium-transporting ATPase 1,30255.8,30888.6,26952.5,22320.4,23313.3,24884.6,30404.9,27764.4
G5E829;Q6Q477,G5E829;Q6Q477,AT2B1_MOUSE;AT2B4_MOUSE,Atp2b1;Atp2b4,Plasma membrane calcium-transporting ATPase 1,32494.6,26399.1,29654.7,28725.4,26240.9,25178.7,18284.7,42283.1
G5E829;Q6Q477;Q9R0K7,G5E829;Q6Q477;Q9R0K7,AT2B1_MOUSE;AT2B2_MOUSE;AT2B4_MOUSE,Atp2b1;Atp2b2;Atp2b4,Plasma membrane calcium-transporting ATPase 1,14365.7,8520.57,17186.5,13116.2,11283.3,11080.4,12332,18027.3
G5E829;Q9R0K7,G5E829;Q9R0K7,AT2B1_MOUSE;AT2B2_MOUSE,Atp2b1;Atp2b2,Plasma membrane calcium-transporting ATPase 1,16484.3,10839.1,7655.59,9610.51,14636.5,10231.5,11237.8,13781.4
G5E870,G5E870,TRIPC_MOUSE,Trip12,E3 ubiquitin-protein ligase TRIP12,27048.3,23861,26731.4,37786.5,27421.8,25897.9,24077,25666.5
G5E8K5,G5E8K5,ANK3_MOUSE,Ank3,Ankyrin-3,96693.1,90507.8,55306.8,85672.7,89315.6,94090.9,104372,80942.3
G5E8K5;Q02357;Q8C8R3,G5E8K5;Q02357;Q8C8R3,ANK1_MOUSE;ANK2_MOUSE;ANK3_MOUSE,Ank1;Ank2;Ank3,Ankyrin-3,,,,,8128.8,3826.33,4073.95,
G5E8Q8,G5E8Q8,AGRF5_MOUSE,Adgrf5,Adhesion G protein-coupled receptor F5,14682.8,14002.7,16417.8,12935,12789.1,10928.5,13243.7,11115.5
G5E8V9,G5E8V9,ARFP1_MOUSE,Arfip1,Arfaptin-1,19122.5,11612.2,5591.29,12601.2,6820.77,10315.8,5556.01,22633.3
O08529,O08529,CAN2_MOUSE,Capn2,Calpain-2 catalytic subunit,6213.84,10166.1,11640.5,12203.1,10698,11095.2,9696.31,11061
O08530,O08530,S1PR1_MOUSE,S1pr1,Sphingosine 1-phosphate receptor 1,2427.45,,,3141.36,928.494,,2492.26,2236.16
O08532,O08532,CA2D1_MOUSE,Cacna2d1,Voltage-dependent calcium channel subunit alpha-2/delta-1,7445.82,6690.96,9311.11,5969.47,5950.43,7191.94,5351.41,7984.8
O08539,O08539,BIN1_MOUSE,Bin1,Myc box-dependent-interacting protein 1,64284.4,66951,67252.1,83034.6,67534.1,65086,66120.8,39153.8
O08547,O08547,SC22B_MOUSE,Sec22b,Vesicle-trafficking protein SEC22b,97816.6,90929.1,83314.3,92902.1,83990,83979.8,89189.8,102820
O08553,O08553,DPYL2_MOUSE,Dpysl2,Dihydropyrimidinase-related protein 2,544816,566609,552452,633811,676990,543733,709850,426274
O08553;P97427,O08553;P97427,DPYL1_MOUSE;DPYL2_MOUSE,Crmp1;Dpysl2,Dihydropyrimidinase-related protein 2,213796,198221,211718,234175,246707,194940,170539,215950
O08553;Q62188,O08553;Q62188,DPYL2_MOUSE;DPYL3_MOUSE,Dpysl2;Dpysl3,Dihydropyrimidinase-related protein 2,30423.9,28462,50645.1,,51607.1,67965,71578.5,10231.5
O08573,O08573,LEG9_MOUSE,Lgals9,Galectin-9,152881,105825,199822,106659,146504,154084,168522,102121
O08579,O08579,EMD_MOUSE,Emd,Emerin,39646.7,34655.8,35460,35073.1,40695.2,31465.3,42009.2,41379.2
O08583,O08583;Q9JJW6,THOC4_MOUSE,Alyref,THO complex subunit 4,69629.8,84268.2,56998,81291,57254.7,76636,74164.1,82294
O08585,O08585,CLCA_MOUSE,Clta,Clathrin light chain A,1.02E+06,1.11E+06,1.03E+06,934879,1.02E+06,904600,962568,764298
O08599,O08599,STXB1_MOUSE,Stxbp1,Syntaxin-binding protein 1,5667.36,4528.62,2432.68,,4490.91,3927.3,2768.42,
O08600,O08600,NUCG_MOUSE,Endog,"Endonuclease G, mitochondrial",23370.2,34948.8,30966,22807.3,42435.8,35719.5,29946.5,19965.2
O08601,O08601,MTP_MOUSE,Mttp,Microsomal triglyceride transfer protein large subunit,256004,165378,201266,191327,213763,194800,169753,217552
O08609,O08609,MLX_MOUSE,Mlx,Max-like protein X,6186.84,6270.41,7851.03,2780.08,7594.4,7115.13,8067.54,8457.8
O08663,O08663,MAP2_MOUSE,Metap2,Methionine aminopeptidase 2,18853.8,24718.4,18519.5,21525.8,28760.1,28069.1,27489.5,20294.2
O08664;Q921K9;Q9CXE2,O08664;Q921K9;Q9CXE2,BCL7A_MOUSE;BCL7B_MOUSE;BCL7C_MOUSE,Bcl7a;Bcl7b;Bcl7c,B-cell CLL/lymphoma 7 protein family member C,,4390.54,7009.5,4697.02,11895.1,7768.85,9602.98,
O08677,O08677,KNG1_MOUSE,Kng1,Kininogen-1,1.23E+06,1.32E+06,1.46E+06,1.40E+06,1.45E+06,1.37E+06,1.36E+06,1.20E+06
O08688,O08688,CAN5_MOUSE,Capn5,Calpain-5,5265.07,2513.68,,,,3131.31,4879.92,3951.31
O08691,O08691,ARGI2_MOUSE,Arg2,"Arginase-2, mitochondrial",10871.1,,19891.9,8631.83,11889.5,12970.6,9711.08,8558.12
O08692,O08692,NGP_MOUSE,Ngp,Neutrophilic granule protein,42311.8,46909.8,46293.8,45868.8,50034.9,42765,45813.9,47970.2
O08705,O08705,NTCP_MOUSE,Slc10a1,Hepatic sodium/bile acid cotransporter,59780.2,65211.9,45095.2,48374.9,54791.9,68855.1,70007.2,31624.4
O08709,O08709,PRDX6_MOUSE,Prdx6,Peroxiredoxin-6,2.07E+06,1.89E+06,2.09E+06,2.28E+06,2.21E+06,2.31E+06,2.43E+06,1.55E+06
O08715,O08715,AKAP1_MOUSE,Akap1,"A-kinase anchor protein 1, mitochondrial",68260.4,76125.4,81020.9,80262.4,92104.7,79542.9,79260.5,69513.7
O08734,O08734,BAK_MOUSE,Bak1,Bcl-2 homologous antagonist/killer,31335.4,28112.3,17788.1,24336.4,30043.5,30109.7,31486.9,20647.4
O08738,O08738,CASP6_MOUSE,Casp6,Caspase-6,70136.8,63462.7,82428.6,58336.8,86370.3,80240.2,78189.7,57842.7
O08749,O08749,DLDH_MOUSE,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",1.17E+06,1.28E+06,1.24E+06,1.88E+06,1.81E+06,1.47E+06,1.73E+06,997002
O08756,O08756,HCD2_MOUSE,Hsd17b10,3-hydroxyacyl-CoA dehydrogenase type-2,82823.1,62745.1,94659.4,69858.5,101167,102660,142840,81121.4
O08759,O08759,UBE3A_MOUSE,Ube3a,Ubiquitin-protein ligase E3A,22627.5,20493.4,23718.8,20121.4,16340.3,14124,16238.9,21384.6
O08784,O08784,TCOF_MOUSE,Tcof1,Treacle protein,85422.1,88699.5,90869.2,93367.3,106616,94473,107281,92511.4
O08785,O08785,CLOCK_MOUSE,Clock,Circadian locomoter output cycles protein kaput,,,,,2772.85,3309.46,3105.03,4150.1
O08785;P97460,O08785;P97460,CLOCK_MOUSE;NPAS2_MOUSE,Clock;Npas2,Circadian locomoter output cycles protein kaput,,,,,,2321.16,2645.4,
O08788,O08788,DCTN1_MOUSE,Dctn1,Dynactin subunit 1,12052.6,12696,11779.9,11069.9,9778.73,11942.2,8997.47,9829.37
O08795,O08795,GLU2B_MOUSE,Prkcsh,Glucosidase 2 subunit beta,747484,803655,900554,719066,910444,864763,964583,557042
O08800,O08800,SPB8_MOUSE,Serpinb8,Serpin B8,6375.63,4949.28,,,,5313.67,3510.92,
O08807,O08807,PRDX4_MOUSE,Prdx4,Peroxiredoxin-4,3.21E+06,2.74E+06,2.73E+06,2.51E+06,2.77E+06,2.64E+06,4.16E+06,2.18E+06
O08807;P35700,O08807;P35700,PRDX1_MOUSE;PRDX4_MOUSE,Prdx1;Prdx4,Peroxiredoxin-4,7.47E+06,6.58E+06,9.09E+06,1.01E+07,7.67E+06,6.02E+06,9.21E+06,5.51E+06
O08808,O08808,DIAP1_MOUSE,Diaph1,Protein diaphanous homolog 1,96056.1,92662.8,123290,123837,118885,95076,75694.9,112871
O08810,O08810,U5S1_MOUSE,Eftud2,116 kDa U5 small nuclear ribonucleoprotein component,88654.9,74490.4,83456.4,71330.5,80634.2,72672.5,73951.6,75183.4
O08810;P58252,O08810;P58252,EF2_MOUSE;U5S1_MOUSE,Eef2;Eftud2,116 kDa U5 small nuclear ribonucleoprotein component,3.00E+06,3.39E+06,3.17E+06,3.23E+06,2.73E+06,2.54E+06,2.01E+06,2.76E+06
O08848,O08848,RO60_MOUSE,RO60,RNA-binding protein Ro60,6750.19,,,7564.34,3333.61,,4286.99,3667.82
O08911,O08911,MK12_MOUSE,Mapk12,Mitogen-activated protein kinase 12,,,,6484.38,6807.52,,6722.67,
O08911;P47811;Q9WTU6,O08911;P47811;Q61831;Q91Y86;Q9WTU6;Q9WUI1;Q9Z1B7,MK09_MOUSE;MK12_MOUSE;MK14_MOUSE,Mapk12;Mapk14;Mapk9,Mitogen-activated protein kinase 12,,9449.38,,7675.41,15248.2,7795.56,20926.1,
O08912,O08912,GALT1_MOUSE,Galnt1,Polypeptide N-acetylgalactosaminyltransferase 1,8341.13,,5958.56,8588.12,,8134.42,6309.46,3602.55
O08914,O08914,FAAH1_MOUSE,Faah,Fatty-acid amide hydrolase 1,475472,457220,449152,471999,505724,484357,433219,462574
O08915,O08915,AIP_MOUSE,Aip,AH receptor-interacting protein,23322.6,32167.8,34829.4,32228.1,28387.5,35190.9,39628.7,19952.2
O08917,O08917,FLOT1_MOUSE,Flot1,Flotillin-1,68588.1,47987.1,47169.3,45228.5,48465.4,47068.7,43123.6,52093.7
O08919,O08919,NUMBL_MOUSE,Numbl,Numb-like protein,12906.4,15685.9,17481.8,19719.8,16492.5,21232.7,22265.7,
O08919;Q9QZS3,O08919;Q9QZS3,NUMBL_MOUSE;NUMB_MOUSE,Numb;Numbl,Numb-like protein,13564.7,9983.35,9555.28,5894.56,15697.3,12581.3,15670.5,12001.9
O08966,O08966,S22A1_MOUSE,Slc22a1,Solute carrier family 22 member 1,376490,312045,364834,277228,356149,355484,313628,284429
O08983,O08983,HPS1_MOUSE,Hps1,BLOC-3 complex member HPS1,6979.73,,3904.33,4803.02,1027.92,4196.49,2350.72,3736.34
O08997,O08997,ATOX1_MOUSE,Atox1,Copper transport protein ATOX1,65649.1,40032.4,88970.3,51780.5,113626,83551.8,97665.5,42847.4
O09000,O09000,NCOA3_MOUSE,Ncoa3,Nuclear receptor coactivator 3,8320.07,4724.64,8824.84,6727.02,2464.98,5873.19,6793.39,6456.93
O09012,O09012,PEX5_MOUSE,Pex5,Peroxisomal targeting signal 1 receptor,3415.93,4596.63,8614.41,5562.76,6510.24,7307.26,6716.05,
O09039,O09039,SH2B3_MOUSE,Sh2b3,SH2B adapter protein 3,,5067.54,3663.63,,,3253.55,,
O09043,O09043,NAPSA_MOUSE,Napsa,Napsin-A,32359.5,42805.8,41133.9,42021.6,40084.8,48520.1,50881.3,15967.4
O09044,O09044,SNP23_MOUSE,Snap23,Synaptosomal-associated protein 23,7753.55,15642.2,20520.8,13411.9,13369.2,14734.9,29915.6,3455.45
O09044;P60879,O09044;P60879,SNP23_MOUSE;SNP25_MOUSE,Snap23;Snap25,Synaptosomal-associated protein 23,113929,57697.1,68299.9,76145.7,49353.3,62413.2,58230.2,107787
O09046,O09046,OXLA_MOUSE,Il4i1,L-amino-acid oxidase,3574.93,,2435.15,,,5549.39,4732.32,2805.6
O09061,O09061,PSB1_MOUSE,Psmb1,Proteasome subunit beta type-1,713378,745258,768636,701239,864211,972370,1.13E+06,455229
O09106,O09106,HDAC1_MOUSE,Hdac1,Histone deacetylase 1,6078.84,14140.2,7979.8,6508.95,7899.58,22732.7,8584.77,4948.08
O09106;O88895,O09106;O88895;P70288,HDAC1_MOUSE;HDAC3_MOUSE,Hdac1;Hdac3,Histone deacetylase 1,,,,,,4715.84,4137.63,
O09110,O09110,MP2K3_MOUSE,Map2k3,Dual specificity mitogen-activated protein kinase kinase 3,17750.1,,8580.73,17179,14707.2,8081.81,11522.5,
O09111,O09111,NDUBB_MOUSE,Ndufb11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",1.98E+06,2.88E+06,2.67E+06,2.91E+06,3.41E+06,2.40E+06,2.34E+06,2.64E+06
O09117,O09117,SYPL1_MOUSE,Sypl1,Synaptophysin-like protein 1,599280,384831,547078,432787,472590,492202,456315,517256
O09131,O09131,GSTO1_MOUSE,Gsto1,Glutathione S-transferase omega-1,817641,1.04E+06,1.17E+06,827516,1.13E+06,1.28E+06,1.42E+06,508473
O09158,O09158,CP3AP_MOUSE,Cyp3a25,Cytochrome P450 3A25,134584,166163,139546,156881,172480,149921,186413,102883
O09159,O09159,MA2B1_MOUSE,Man2b1,Lysosomal alpha-mannosidase,153803,176840,180886,198851,209268,188284,221858,147519
O09164,O09164,SODE_MOUSE,Sod3,Extracellular superoxide dismutase [Cu-Zn],14809.6,17122.3,19676.6,20493.4,23627.1,28128.3,32649.1,11435.2
O09172,O09172,GSH0_MOUSE,Gclm,Glutamate--cysteine ligase regulatory subunit,31319.9,27607.8,22939.3,24528.4,34122.1,40393.9,42759.9,24443.2
O09173,O09173,HGD_MOUSE,Hgd,"Homogentisate 1,2-dioxygenase",2.19E+06,1.64E+06,2.67E+06,2.14E+06,2.60E+06,3.20E+06,3.02E+06,1.22E+06
O09174,O09174,AMACR_MOUSE,Amacr,Alpha-methylacyl-CoA racemase,31149.8,29846.1,33040.6,38514.4,33007.7,40391.6,37066.7,26456.6
O35071,O35071,KIF1C_MOUSE,Kif1c,Kinesin-like protein KIF1C,,7019.1,6607.97,16606.8,6872.32,5937.86,9105.92,2200.7
O35074,O35074,PTGIS_MOUSE,Ptgis,Prostacyclin synthase,3498.92,7183,6894.54,8410.5,9940.16,6464.29,8833.08,8565.08
O35098,O35098,DPYL4_MOUSE,Dpysl4,Dihydropyrimidinase-related protein 4,24114.6,20773.2,11467.4,34544.7,36735,13575.6,15436.8,17096.1
O35114,O35114,SCRB2_MOUSE,Scarb2,Lysosome membrane protein 2,294005,276876,367714,309146,342905,309408,383435,154760
O35126,O35126,ATN1_MOUSE,Atn1,Atrophin-1,11821.5,14209.3,15770.4,11148.2,14524.5,7295.29,9243.63,13321.2
O35129,O35129,PHB2_MOUSE,Phb2,Prohibitin-2,3.16E+06,3.38E+06,3.16E+06,3.27E+06,3.57E+06,3.48E+06,3.62E+06,2.87E+06
O35134,O35134,RPA1_MOUSE,Polr1a,DNA-directed RNA polymerase I subunit RPA1,6461.25,6694.53,12288.8,7317.69,9526.92,12987.4,20621.9,3318.22
O35143,O35143,ATIF1_MOUSE,Atp5if1,"ATPase inhibitor, mitochondrial",84620.2,135726,119865,88929.2,101483,133114,200691,44152.1
O35153,O35153,BET1L_MOUSE,Bet1l,BET1-like protein,,13300.5,8737.7,4213.2,8016,9388.49,21621.9,
O35166,O35166,GOSR2_MOUSE,Gosr2,Golgi SNAP receptor complex member 2,17069.9,16055.9,23480.1,21885.9,20893.1,22820.3,38303.4,10034.7
O35207;Q9CPY4,O35207;Q9CPY4,CDKA1_MOUSE;CDKA2_MOUSE,Cdk2ap1;Cdk2ap2,Cyclin-dependent kinase 2-associated protein 1,16492.1,13081.9,16589.4,11551.7,11981.1,14698.9,9821.58,15447.4
O35215,O35215,DOPD_MOUSE,Ddt,D-dopachrome decarboxylase,94634.1,183817,97117.5,133298,94731.6,65665.8,51174.7,37364.6
O35226,O35226,PSMD4_MOUSE,Psmd4,26S proteasome non-ATPase regulatory subunit 4,250074,274620,314422,269552,288395,270269,320977,204587
O35286,O35286,DHX15_MOUSE,Dhx15,ATP-dependent RNA helicase DHX15,24174.3,17328.1,20677.6,23798.3,22149.2,22902.7,22451.5,21650.6
O35295,O35295,PURB_MOUSE,Purb,Transcriptional activator protein Pur-beta,176291,249214,255472,222506,228196,175338,233368,149222
O35309,O35309,NMI_MOUSE,Nmi,N-myc-interactor,88227.4,89510.3,86225.6,90268.6,91653.4,90792.3,87156,74971.6
O35316,O35316,SC6A6_MOUSE,Slc6a6,Sodium- and chloride-dependent taurine transporter,7172.17,5325.22,7044.7,,4106.35,4805.95,6008.41,2162.06
O35316;P31649;P31650;P31651,O35316;O55192;P31649;P31650;P31651;Q61327;Q8VBW1,S6A11_MOUSE;S6A12_MOUSE;S6A13_MOUSE;SC6A6_MOUSE,Slc6a11;Slc6a12;Slc6a13;Slc6a6,Sodium- and chloride-dependent taurine transporter,19628.7,25281.1,22218.8,10445.4,25193,29102.8,35492,10705.9
O35326,O35326,SRSF5_MOUSE,Srsf5,Serine/arginine-rich splicing factor 5,33801.3,25568.4,21168.9,24185,23386.3,26342.8,32915.7,34526.9
O35326;Q3TWW8;Q8VE97,O35326;Q3TWW8;Q8VE97,SRSF4_MOUSE;SRSF5_MOUSE;SRSF6_MOUSE,Srsf4;Srsf5;Srsf6,Serine/arginine-rich splicing factor 5,149035,163004,147648,149553,126998,112687,98937.7,109541
O35343,O35343,IMA3_MOUSE,Kpna4,Importin subunit alpha-3,28588.4,24190.5,29387.7,29360.6,25147.1,28094.5,44624.5,21509.7
O35343;O35344,O35343;O35344,IMA3_MOUSE;IMA4_MOUSE,Kpna3;Kpna4,Importin subunit alpha-3,67275.6,42954.4,41258.5,55105,52442.4,33293.3,52167.9,66717.9
O35344,O35344,IMA4_MOUSE,Kpna3,Importin subunit alpha-4,18715.6,15162.1,19743.2,20826.9,20070.9,19324.4,17867.4,23501.4
O35350,O35350,CAN1_MOUSE,Capn1,Calpain-1 catalytic subunit,28938.5,32375.8,28223.4,32217.5,33984.6,33720,33071.7,24754
O35381,O35381,AN32A_MOUSE,Anp32a,Acidic leucine-rich nuclear phosphoprotein 32 family member A,145043,140872,178271,142185,170434,175495,169201,138389
O35381;Q9EST5,O35381;Q9EST5;Q64G17,AN32A_MOUSE;AN32B_MOUSE,Anp32a;Anp32b,Acidic leucine-rich nuclear phosphoprotein 32 family member A,469331,457449,446105,400735,456027,406811,392204,410628
O35386,O35386,PAHX_MOUSE,Phyh,"Phytanoyl-CoA dioxygenase, peroxisomal",51143.4,56802.7,57910.5,67883,46610.3,60823.3,56554.3,42432.9
O35387,O35387,HAX1_MOUSE,Hax1,HCLS1-associated protein X-1,57316.9,14115.5,13518.3,4090.49,12576.2,16309.4,11053.3,9447.17
O35403,O35403,ST3A1_MOUSE,Sult3a1,Amine sulfotransferase,27445.7,22807.1,12726,18675.2,17526.9,15445.1,14591.4,
O35405,O35405,PLD3_MOUSE,Pld3,5'-3' exonuclease PLD3,24120.2,21139.1,25679.4,26749.7,27956.8,26354.1,25716.9,22069.6
O35423,O35423,AGT1_MOUSE,Agxt,Alanine--glyoxylate aminotransferase,3.15E+06,3.43E+06,3.28E+06,2.32E+06,3.46E+06,3.83E+06,4.73E+06,2.16E+06
O35435,O35435,PYRD_MOUSE,Dhodh,"Dihydroorotate dehydrogenase (quinone), mitochondrial",61851.3,68931.2,63393.8,77348.6,89092.8,82564.4,100293,39135.5
O35445,O35445,RNF5_MOUSE,Rnf5,E3 ubiquitin-protein ligase RNF5,14321.4,13315.6,12999.8,8955.82,9602.54,10954.6,10178.3,11846.9
O35448,O35448,PPT2_MOUSE,Ppt2,Lysosomal thioesterase PPT2,3897.76,5704.78,6676.94,14655.4,6673.58,10541.3,7292.06,4097.34
O35453,O35453,HEPS_MOUSE,Hpn,Serine protease hepsin,61677.3,52765.5,68348.2,58167.5,69352.4,71523.2,54305.3,61473.3
O35459,O35459,ECH1_MOUSE,Ech1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",760397,714486,643678,664404,716844,896826,801946,627395
O35465,O35465,FKBP8_MOUSE,Fkbp8,Peptidyl-prolyl cis-trans isomerase FKBP8,12042,9105.87,7931.19,12331,10896.2,11191.7,11747.1,9885.84
O35488,O35488,S27A2_MOUSE,Slc27a2,Long-chain fatty acid transport protein 2,93209.7,72681.8,68149,72531.8,65153.2,77434.4,70922.8,74163.6
O35490,O35490,BHMT1_MOUSE,Bhmt,Betaine--homocysteine S-methyltransferase 1,1.14E+07,1.18E+07,1.57E+07,1.02E+07,1.48E+07,1.50E+07,1.59E+07,5.55E+06
O35490;Q91WS4,O35490;Q91WS4,BHMT1_MOUSE;BHMT2_MOUSE,Bhmt;Bhmt2,Betaine--homocysteine S-methyltransferase 1,1.08E+07,7.16E+06,1.24E+07,7.39E+06,1.17E+07,1.54E+07,1.32E+07,5.99E+06
O35516,O35516,NOTC2_MOUSE,Notch2,Neurogenic locus notch homolog protein 2,12646.9,6297.01,5260.42,2671.21,4835.32,7697.72,3997.25,1831.08
O35551,O35551,RABE1_MOUSE,Rabep1,Rab GTPase-binding effector protein 1,45474.3,39073.7,49571.5,42926.6,42113.1,44089.8,36998.8,45343.7
O35566,O35566,CD151_MOUSE,Cd151,CD151 antigen,166408,133994,138923,130433,102529,101887,91398.2,144248
O35593,O35593,PSDE_MOUSE,Psmd14,26S proteasome non-ATPase regulatory subunit 14,51971.2,36719,55664,30551.6,34090.1,42666.7,33639.9,40821.1
O35598,O35598,ADA10_MOUSE,Adam10,Disintegrin and metalloproteinase domain-containing protein 10,12241.4,11687.7,9917.65,7034.54,10765.8,9554.13,10434.3,13355.8
O35601,O35601,FYB1_MOUSE,Fyb1,FYN-binding protein 1,19172.3,11627.3,17541.5,15965.6,21414.2,15838.4,17483.1,17360.9
O35604,O35604,NPC1_MOUSE,Npc1,NPC intracellular cholesterol transporter 1,162084,127640,146578,146230,164532,179477,163172,163340
O35609,O35609,SCAM3_MOUSE,Scamp3,Secretory carrier-associated membrane protein 3,54232.6,57842.8,58505.6,51239.5,52792.9,59186.5,65900.6,33333.8
O35623,O35623,BET1_MOUSE,Bet1,BET1 homolog,8730.5,6984.9,14608.2,16332.5,6353.07,19531.9,22891.6,4770.59
O35632,O35632,HYAL2_MOUSE,Hyal2,Hyaluronidase-2,747277,865203,1.10E+06,6676.52,1.16E+06,551139,565317,1.04E+06
